INFO 2025-12-03 04:03:47,302 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4497
INFO 2025-12-03 04:03:51,616 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4497
INFO 2025-12-03 04:04:38,541 autoreload Watching for file changes with StatReloader
INFO 2025-12-03 04:04:44,959 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4497
INFO 2025-12-03 04:04:48,282 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4497
INFO 2025-12-03 04:04:58,572 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-12-03 04:04:58,587 basehttp "GET /admin/ HTTP/1.1" 200 6241
INFO 2025-12-03 04:04:58,640 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-12-03 04:04:58,693 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-12-03 04:04:58,693 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-12-03 04:05:04,508 basehttp "GET /admin/auth/user/ HTTP/1.1" 200 11635
INFO 2025-12-03 04:05:04,523 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 200 6878
INFO 2025-12-03 04:05:04,526 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2025-12-03 04:05:04,527 basehttp "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-12-03 04:05:04,527 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-12-03 04:05:04,533 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-12-03 04:05:04,533 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 8634
INFO 2025-12-03 04:05:04,533 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-12-03 04:05:04,534 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-12-03 04:05:04,536 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-12-03 04:05:04,536 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-12-03 04:05:04,539 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-12-03 04:05:04,567 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-12-03 04:05:04,590 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-12-03 04:05:04,603 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-12-03 04:05:04,606 basehttp "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
INFO 2025-12-03 04:05:04,606 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-12-03 04:05:09,826 basehttp "GET /admin/auth/group/ HTTP/1.1" 200 7928
INFO 2025-12-03 04:05:09,848 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 8634
INFO 2025-12-03 04:05:11,504 basehttp "GET /admin/auth/user/ HTTP/1.1" 200 11635
INFO 2025-12-03 13:07:42,403 autoreload Watching for file changes with StatReloader
WARNING 2025-12-03 13:07:50,474 log Not Found: /
WARNING 2025-12-03 13:07:50,474 basehttp "GET / HTTP/1.1" 404 2451
INFO 2025-12-03 13:07:55,569 basehttp "GET /api HTTP/1.1" 301 0
WARNING 2025-12-03 13:07:55,587 log Unauthorized: /api/
WARNING 2025-12-03 13:07:55,588 basehttp "GET /api/ HTTP/1.1" 401 9786
INFO 2025-12-03 13:07:55,618 basehttp "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-12-03 13:07:55,618 basehttp "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-12-03 13:07:55,619 basehttp "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-12-03 13:07:55,618 basehttp "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-12-03 13:07:55,619 basehttp "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-12-03 13:07:55,619 basehttp "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
INFO 2025-12-03 13:07:55,625 basehttp "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-12-03 13:07:55,625 basehttp "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-12-03 13:07:55,626 basehttp "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-12-03 13:07:55,626 basehttp "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-12-03 13:07:55,626 basehttp "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-12-03 13:07:55,630 basehttp "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
